ID,Loại,Mã sản phẩm,Tên,Đã đăng,Nhãn nổi bật?,Hiển thị trong danh mục,Mô tả ngắn,Mô tả,Ngày bắt đầu giảm giá,Ngày kết thúc giảm giá,Trạng thái thuế,Lớp thuế,Còn hàng?,Kho,Cho phép đặt trước?,Bán riêng?,Cân nặng (kg),Độ dài (cm),Độ rộng (cm),Chiều cao (cm),Cho phép đánh giá của khách hàng?,Ghi chú thanh toán,Giá khuyến mãi,Giá bán thường,Danh mục,Từ khóa,Lớp giao hàng,Hình ảnh,Giới hạn tải xuống,Ngày hết hạn tải về,Gốc,Các sản phẩm theo nhóm,Upsells,Bán chéo,URL ngoài,Nội dung nút bấm,Vị trí
,simple,,Virbac Megaderm gói chăm sóc da lông gói 4ml x 28 gói/hộp,1,0,visible,"												<p>Gói uống tốt cho da & lông hộp 28 gói<br />Hỗ trợ điều trị viêm da<br />Chống viêm ngứa<br />Giảm thiểu rụng lông<br />Made in France</p></br>											","<h3><img src=""http://www.onlinepetcart.com.au/images/detailed/6/Virbac_Megaderm_4ml.jpg"" style=""margin-right: 10px; float: left; width: 350px; height: 295px;"" /></h3></br><div id=""title_product"" style=""margin: 0px auto; outline: none; list-style: none; color: rgb(0, 102, 255); font-size: 20px; font-weight: bold; font-family: Arial, 'Liberation Sans', 'DejaVu Sans', sans-serif; background-color: rgb(255, 255, 255);"">Megaderm",,,taxable,,1,,0,0,,,,,1,,,196000,Mèo > Chung | Da & lông | Hair & skin,,,http://bizweb.dktcdn.net/100/092/797/products/5025130virbac-megaderm-2-4905763.jpg,,,,,,,,Mua ngay!,0
,simple,,SHED-X Shed tắm tránh rụng lông ở mèo 237ml | Shed-X control cat shampoo,1,0,visible,"												<p>Sữa tắm kiểm soát lượng lông rụng dành cho mèo<br />
Hương thơm tự nhiên, dễ chịu, giúp lông mượt mà, sáng bóng<br />
Sản phẩm được chiết xuất từ thiên nhiên, không gây dị ứng cho mèo<br />
Sản phẩm của</p></br>											","<p style=""text-align: center;""><img alt="""" src=""http://cdn.luckyvitamin.com/site/images/item_descrip/114581/114581-2.jpg"" style=""width: 500px; height: 121px;"" /></p></br>
<h1 class=""grid_8 alpha"" style=""margin: 25px 10px 15px; padding: 0px; border: 0px; outline: 0px; font-size: 2.2em; vertical-align: baseline; line-height: 1.2; text-shadow: rgb(255, 255, 255) 0px 1px 2px; color: rgb(245, 180, 24); font-family: 'Didact Gothic', Arial, sans-serif; font-weight: normal; display: inline; position: relative; width: 660px; background: rgb(255, 255, 255);"">SHED-X Shed Control Cat Shampoo – 8 fl. oz</h1></br>
<p><img alt="""" src=""http://synergylabs.com/wp-content/uploads//SynergyLabs-Product-Shed-X-3-460x460.jpg"" style=""width: 300px; height: 300px; float: left;"" /></p></br>
<p><strong>Sữa tắm kiểm soát lông rụng cho mèo SHED-X - USA</strong></p></br>
